fico_range_low,annual_inc,dti,loan_amnt,revol_bal,loan_status
670,18000.0,10.93,3000,3446,1
660,68000.0,24.88,10000,25883,1
660,50000.0,8.38,3000,3586,1
695,125000.0,20.69,8000,17730,1
690,140000.0,27.76,24000,54054,0
680,110000.0,11.12,14000,13162,1
725,95000.0,23.27,26400,25869,1
775,70000.0,26.5,20800,62546,1
690,126000.0,25.26,35000,77923,0
690,104000.0,19.91,4000,21478,1
690,52000.0,12.97,4800,5859,1
690,69000.0,21.43,5100,4696,1
685,85000.0,28.18,24000,38455,1
705,80000.0,13.28,4425,5535,1
675,29120.0,25.76,12800,8839,1
685,36000.0,18.57,12950,13979,0
665,81400.0,22.56,19800,13376,1
670,44000.0,9.33,11000,8869,0
680,150000.0,36.55,14000,117747,1
740,58000.0,28.72,5000,18829,1
660,59000.0,21.11,4500,2209,1
685,50000.0,29.76,6000,22914,1
695,105000.0,9.57,15000,18970,1
660,65000.0,14.51,12000,13887,1
710,45000.0,25.07,20000,19806,0
710,135000.0,16.0,3000,26471,1
685,80000.0,21.37,16000,12125,1
670,44000.0,16.23,11650,9460,1
670,52800.0,32.93,10000,9964,1
660,50000.0,21.34,10000,12888,0
695,56000.0,7.84,18000,15372,1
705,100000.0,13.06,3500,27013,1
660,101000.0,13.65,20000,18268,1
690,80000.0,14.73,20000,20655,1
675,25000.0,14.88,4800,10203,1
660,30000.0,19.4,10750,7115,1
710,50300.0,25.96,16000,11399,0
720,90000.0,37.05,18175,17936,0
765,47000.0,16.37,18000,16498,1
670,90000.0,14.36,16000,8397,1
675,150000.0,11.14,12000,18985,1
680,57000.0,27.56,11475,7881,1
690,280000.0,18.13,25000,20055,1
670,70000.0,30.93,12000,12027,1
685,42800.0,28.72,9000,15127,1
680,34000.0,22.24,13250,9081,1
760,40000.0,28.95,9250,2383,1
750,90000.0,16.17,22400,8501,1
685,32000.0,15.08,7200,4354,1
700,74500.0,10.91,24000,23418,1
675,47000.0,12.23,9600,5665,1
660,75000.0,5.92,18000,9813,1
705,120000.0,12.49,30000,38026,1
700,160000.0,12.59,3600,24666,1
705,75000.0,20.61,30000,35420,1
740,80000.0,9.17,18000,255970,1
660,67000.0,21.5,12000,9980,1
760,130000.0,19.51,24000,31817,1
750,45000.0,28.14,22000,16751,1
700,63000.0,15.71,14000,10375,1
670,45000.0,14.85,7900,11117,1
665,45000.0,21.39,18000,9222,1
700,78000.0,24.98,12000,12666,1
665,98000.0,12.61,19925,5691,1
695,130000.0,18.93,35000,38560,1
700,74000.0,25.15,12600,24727,1
665,56160.0,26.71,15000,10160,1
685,125000.0,17.78,20000,6600,1
675,70000.0,15.05,11200,4775,1
695,400000.0,7.08,15500,36571,0
660,70000.0,28.27,3000,17163,1
700,55000.0,6.33,7500,1856,1
665,25000.0,27.02,3000,2648,1
700,40560.0,19.6,7500,4788,1
680,137000.0,16.15,35000,122693,1
675,33000.0,28.62,15600,11929,0
700,120000.0,14.01,25000,28420,1
665,52000.0,32.4,13550,11762,1
665,115000.0,17.61,20800,19082,0
715,26500.0,15.49,7400,6713,1
670,95000.0,4.57,24000,20216,1
670,80000.0,14.76,14150,6226,0
720,110000.0,23.85,30000,103094,1
695,40000.0,25.14,14500,6904,1
675,44000.0,18.09,13175,17735,1
660,75000.0,12.7,12000,8376,1
695,23500.0,24.77,5000,4184,1
675,60000.0,25.14,7525,1366,1
680,79000.0,28.0,14400,29278,1
660,45000.0,23.2,7000,6028,1
690,46000.0,30.8,17500,17188,1
685,42000.0,26.83,21000,317,1
710,50000.0,8.74,11000,11844,1
680,80812.0,33.45,20000,20268,1
665,44700.0,10.6,6000,103,1
690,90000.0,17.57,20000,7495,1
660,62700.0,30.95,10000,10358,1
740,50000.0,21.87,14000,29604,1
735,150000.0,22.08,35000,50514,1
680,130000.0,9.03,35000,19039,1
685,49000.0,3.38,5500,5819,1
665,38400.0,11.84,11500,6732,0
740,74000.0,23.69,28000,23259,1
680,93000.0,4.93,16000,13685,1
695,56000.0,31.85,17275,7094,1
760,45000.0,19.04,9500,11320,1
715,120000.0,7.88,9000,18246,1
700,35000.0,17.22,5000,5594,1
700,40000.0,17.43,2100,9429,1
730,150000.0,10.97,35000,6164,1
730,40000.0,22.2,4500,4467,1
680,100000.0,15.22,3000,20585,1
680,59800.0,37.39,25000,35020,0
700,42000.0,20.14,5000,2725,1
670,24000.0,26.5,10000,10196,1
685,19000.0,13.83,1500,4410,1
670,52000.0,13.13,5600,4919,1
665,102000.0,5.69,2800,3160,1
680,60710.4,15.46,15000,9021,1
710,62000.0,25.71,25000,115182,1
675,52000.0,15.37,11000,9962,1
705,48670.0,17.81,12000,12076,1
680,110000.0,19.91,33000,24314,0
765,42000.0,12.17,10000,758,0
715,110000.0,20.55,24000,30888,0
735,60000.0,7.16,12000,2953,1
680,37000.0,34.35,17000,16807,0
690,36500.0,26.87,10000,10619,1
695,38200.0,39.18,10800,3154,1
750,145000.0,18.84,28000,33685,1
730,800000.0,4.63,35000,202391,1
665,44000.0,26.32,17000,16203,0
675,64000.0,9.49,18000,28673,1
710,38000.0,10.17,11000,9281,1
695,45000.0,15.87,1500,1359,1
665,90000.0,18.29,5000,4475,1
675,140000.0,5.49,35000,18968,1
680,95000.0,9.1,25000,33454,1
695,29700.0,27.27,7500,3863,0
755,62000.0,30.99,7200,12008,1
755,105000.0,18.57,9600,12077,1
715,42000.0,0.71,12000,96,1
705,50000.0,10.39,9600,10779,1
670,69195.07,13.94,18000,15209,0
660,160000.0,12.76,15000,10232,1
660,65000.0,19.46,9000,16597,1
705,60000.0,28.2,5375,607,1
725,26000.0,9.14,6000,1807,1
660,100000.0,17.88,10000,9839,1
685,60296.0,26.45,3000,16653,0
660,77000.0,22.47,5000,14596,1
705,55000.0,18.44,12000,10442,1
735,31000.0,16.49,7000,5517,1
730,75000.0,12.99,26000,24030,1
670,27000.0,27.45,8000,10221,0
730,90000.0,20.52,28000,16910,1
705,95000.0,21.67,19200,31511,1
695,49800.0,9.28,20000,12292,1
730,33576.0,17.15,16750,8206,1
675,75000.0,21.93,15000,10606,1
660,120000.0,4.54,10000,10716,1
675,73000.0,14.64,20000,23327,0
685,40000.0,38.01,12000,22737,1
740,60000.0,24.8,24000,11256,1
665,54000.0,23.67,20000,27829,1
685,25000.0,20.21,10000,14771,1
665,140000.0,14.91,6000,8797,0
665,43000.0,32.36,7200,10666,1
715,60000.0,12.12,8400,9351,1
670,68000.0,27.6,2000,11779,1
675,98500.0,8.1,12000,10892,1
665,80000.0,3.32,24000,6421,1
740,120000.0,17.43,13000,20037,1
695,126000.0,4.16,10000,18214,1
720,250000.0,27.7,35000,149181,1
700,275000.0,16.23,25250,34033,1
660,35000.0,15.98,6000,4631,1
670,42000.0,29.51,15000,19734,1
690,150000.0,13.79,35000,28333,1
665,49900.0,17.65,8000,7866,1
685,130000.0,19.11,32000,740,1
720,42000.0,14.97,11000,5986,1
675,135000.0,11.16,6000,40846,1
685,92000.0,7.7,20000,17746,1
670,82000.0,10.66,17000,22546,1
665,95000.0,8.19,12000,12378,1
685,180000.0,27.74,22000,57372,1
705,90000.0,22.08,6000,7976,1
690,50000.0,13.35,15000,8575,1
685,30000.0,18.56,8000,10218,1
680,58000.0,29.02,25500,32071,0
755,93000.0,14.86,15000,14914,1
725,50000.0,23.26,2500,34517,1
680,80000.0,21.74,25750,7714,1
715,47000.0,17.42,16475,25011,0
690,150000.0,16.62,14000,18877,1
750,85000.0,3.77,20000,10422,1
665,130000.0,20.49,11200,20404,1
660,40000.0,15.45,6400,2549,0
720,45500.0,26.54,6000,23471,1
665,43200.0,23.0,6000,526,1
730,200000.0,12.78,25000,29667,1
695,126000.0,15.81,8000,7440,1
715,74000.0,24.49,24000,37422,1
685,106000.0,13.04,8400,19209,1
720,80000.0,28.77,15000,11179,1
675,42000.0,14.26,14100,4641,1
665,80000.0,2.6,10000,4058,1
680,73000.0,18.66,15000,16136,1
745,74400.0,12.39,23650,25823,1
680,50800.0,13.61,19000,7859,1
675,30000.0,28.8,10500,7621,0
730,65000.0,6.48,10000,9236,1
665,78000.0,4.66,32750,15239,1
725,50000.0,27.55,12000,12847,1
700,55000.0,18.15,12000,2777,1
715,144000.0,20.93,35000,18905,1
705,20000.0,24.31,5325,6676,1
660,80000.0,14.79,15000,907,1
745,61000.0,26.34,3000,776,1
685,47000.0,22.68,12300,11860,0
765,45000.0,7.2,9000,2015,1
680,48000.0,5.1,14000,7058,1
715,52000.0,32.89,2000,16461,1
660,55000.0,25.99,25000,21795,1
690,95000.0,29.35,3000,53210,1
720,54000.0,17.56,18000,0,1
730,47500.0,5.38,8675,6380,1
665,65000.0,17.6,6000,2960,1
680,102000.0,32.11,35000,90384,1
670,98760.0,24.56,13000,20592,1
735,60000.0,30.78,18000,14443,1
710,50000.0,23.93,12000,30237,1
815,118000.0,6.45,25000,1812,1
660,50000.0,13.13,5000,6115,1
695,69000.0,16.96,19825,27965,1
670,30000.0,34.24,12000,8229,1
705,106000.0,18.69,25000,33413,1
680,73000.0,10.43,20000,18103,1
700,102300.0,9.31,8400,6382,1
780,34800.0,23.28,10000,3304,1
705,110000.0,10.68,35000,103341,1
735,47000.0,23.1,5675,8277,1
675,90000.0,13.45,28000,33668,1
700,100000.0,30.22,15000,22723,1
715,55000.0,33.8,6000,11043,1
700,250000.0,11.1,25000,12472,0
750,150000.0,14.16,30000,261700,0
705,75000.0,18.21,5000,9104,1
710,48000.0,29.4,12000,9920,1
710,24000.0,26.35,10000,3148,1
690,43000.0,28.36,18825,19714,1
680,50000.0,11.91,12000,7125,0
660,60000.0,15.86,12000,8784,1
660,52000.0,27.49,10400,15589,1
685,35000.0,15.24,8000,11755,1
755,48000.0,13.8,16800,8005,1
675,133495.34,11.78,35000,48687,1
660,140000.0,32.48,13650,89552,1
660,95300.0,21.65,20000,11776,0
690,96000.0,12.54,18000,14433,1
670,53000.0,30.19,6400,3178,1
725,79768.0,1.28,35000,1196,1
710,55000.0,16.26,11200,9756,1
685,37000.0,22.32,14000,18442,1
660,54000.0,7.84,10000,3544,0
775,117000.0,6.36,25000,10075,1
710,39000.0,11.72,10000,10809,1
675,53000.0,29.69,11450,10860,0
750,65000.0,17.58,17600,19029,1
695,75000.0,12.32,5600,4779,1
680,42596.97,20.2,17025,5380,0
705,150000.0,8.98,20000,13706,1
685,92000.0,19.44,24000,24331,1
670,41580.0,21.36,8000,9643,1
665,175000.0,8.54,21000,14919,1
685,68504.4,31.38,24000,29810,1
670,145000.0,18.45,20000,23910,0
680,42408.0,33.05,20000,2417,0
680,190000.0,27.53,35000,199635,1
740,47000.0,14.65,5000,6187,1
730,40000.0,26.65,15000,22943,1
685,102000.0,14.57,20000,27643,1
665,81400.0,9.57,10000,11831,1
660,40000.0,22.63,3500,9031,1
730,55000.0,25.03,3600,3909,1
665,65000.0,28.59,15000,18025,0
680,87000.0,12.79,25000,16631,1
760,150000.0,9.25,35000,40206,1
670,45719.0,10.53,6000,2519,1
705,65000.0,6.24,14000,16727,1
685,105000.0,26.88,8000,47168,1
700,150000.0,19.23,35000,14216,1
700,65000.0,18.68,15000,17384,0
665,117000.0,17.6,16000,18492,1
685,70000.0,17.92,20000,31240,1
665,45000.0,15.55,4000,5832,1
685,40000.0,17.85,18000,20687,1
775,39000.0,14.62,6925,355,1
705,80000.0,23.76,21000,35117,1
670,120000.0,11.19,14000,5432,1
700,50000.0,30.8,16000,12322,1
690,79000.0,5.41,20000,12247,0
665,50000.0,28.64,10000,13999,1
720,125000.0,19.68,35000,49299,1
705,94000.0,14.52,15000,19207,1
710,40000.0,19.38,16000,16410,1
715,125000.0,11.08,12000,10070,1
690,65200.0,23.19,12000,9156,1
665,92000.0,6.78,14400,8232,1
670,85000.0,5.65,10000,94,1
660,31678.0,15.57,6000,3889,1
780,115000.0,18.36,18000,12166,1
710,135000.0,8.28,30000,50646,1
670,50000.0,6.84,12000,9094,1
690,125000.0,14.45,30000,29434,1
685,45000.0,32.16,14400,17229,0
670,100000.0,6.39,15000,31910,1
660,50000.0,30.03,15875,21408,1
700,35000.0,32.29,1800,7854,1
780,128000.0,2.04,18000,12071,1
695,140000.0,21.51,16000,71280,1
680,115000.0,8.52,32000,20588,1
675,72500.0,17.23,20000,26644,1
680,33934.0,26.46,14000,10510,0
675,60000.0,27.38,12000,7965,1
690,74600.0,10.36,5600,13622,0
715,54000.0,26.04,11000,11676,0
675,40560.0,15.68,3000,3727,1
670,22000.0,21.44,3300,5144,1
685,117500.0,15.05,35000,16495,1
680,59000.0,14.28,11000,14965,0
715,118000.0,27.77,21000,20467,1
700,125000.0,7.9,20000,19323,1
680,52500.0,17.71,16775,3602,0
735,82000.0,10.76,10650,2780,1
670,50426.0,16.28,6000,6843,1
755,60000.0,24.16,24825,3644,1
725,120000.0,20.54,21000,23237,1
705,53377.0,14.21,8000,5826,1
670,70000.0,2.01,15000,554,1
665,70000.0,18.5,6400,7333,1
675,103000.0,12.15,32200,20368,1
710,14196.0,22.82,4825,8653,1
685,45000.0,36.29,7500,14139,1
725,55000.0,27.37,9000,8474,1
660,55000.0,33.8,5000,39249,1
705,52000.0,22.04,10550,8885,1
660,100000.0,19.99,20000,18345,1
680,105479.74,30.59,35000,45481,1
690,45000.0,11.39,10000,8479,1
675,60000.0,13.84,15000,14459,1
710,100000.0,19.27,34000,34278,1
710,67000.0,19.83,12000,12928,1
740,16000.0,25.96,6000,16780,1
695,90000.0,14.88,12000,15903,1
680,63000.0,22.33,20000,21432,1
790,65000.0,8.47,12000,251,1
660,16000.0,15.9,4300,3920,1
660,47500.0,6.29,5700,3653,1
675,55000.0,14.82,15000,3760,1
700,74000.0,20.4,15000,4253,1
735,53000.0,16.87,3000,14014,1
685,57506.0,28.3,12800,21169,1
680,88000.0,9.59,16000,14187,1
670,63000.0,11.9,5000,20188,1
670,100000.0,24.6,10000,19074,0
705,200000.0,15.09,35000,8954,1
690,190000.0,4.94,15000,10233,1
665,75000.0,27.62,17100,19789,1
690,70000.0,16.2,32100,32521,1
720,140000.0,20.22,12000,4920,1
705,58000.0,18.19,29000,8595,1
685,34000.0,10.87,7000,5883,1
660,110000.0,17.58,21000,7746,1
720,43000.0,18.28,2500,6109,1
725,110000.0,10.1,5200,20026,1
715,84950.0,21.52,21000,16043,1
660,55000.0,22.32,18000,4422,1
675,51000.0,17.34,20000,20463,1
695,300000.0,8.93,20000,71276,1
720,25000.0,19.73,9000,841,1
700,112000.0,19.76,10000,27365,1
660,111000.0,11.54,35000,2252,0
780,90000.0,8.24,16000,2114,1
670,58000.0,13.66,20000,24306,0
760,73000.0,10.93,12000,9618,1
715,118000.0,8.33,30000,30143,1
715,65000.0,19.46,18000,33140,1
685,77000.0,21.23,15000,7070,1
685,90000.0,0.77,35000,172,1
680,20000.0,11.58,4600,8603,1
720,100000.0,14.3,12000,6604,1
660,27432.0,15.31,3600,7450,0
685,65000.0,12.58,8000,11056,1
670,50000.0,29.24,14975,28783,1
670,35000.0,15.43,12000,6719,1
715,96000.0,17.76,2100,3925,1
680,40000.0,26.16,12000,1820,0
700,88000.0,15.21,20000,19236,1
660,55000.0,22.91,9100,6326,1
670,44000.0,21.09,12000,12195,1
765,30000.0,21.48,3500,34176,1
660,61000.0,0.06,16000,3,1
715,42000.0,21.11,7500,7142,1
750,60000.0,39.64,28650,133642,1
670,60000.0,26.42,3500,22707,1
665,79000.0,25.25,35000,8731,0
700,44000.0,9.52,16800,15273,0
690,30000.0,10.45,10000,6914,0
700,60000.0,10.24,13000,4293,1
670,75000.0,21.06,8400,20930,1
690,90000.0,6.19,9600,9689,1
775,33000.0,15.78,8000,12081,1
685,110000.0,28.9,28375,13119,1
695,75000.0,32.23,35000,41483,1
700,63000.0,12.34,1600,8327,1
770,15000.0,21.52,3000,1097,0
730,132000.0,14.02,15000,61887,1
670,24000.0,46.2,4875,9421,1
685,51000.0,16.28,12000,3799,1
700,26000.0,26.92,5000,5615,1
690,32000.0,16.92,12725,1827,0
755,32999.0,3.98,7000,0,1
680,67000.0,23.63,20000,26629,1
660,75000.0,27.04,24000,21976,1
665,49000.0,22.36,10000,6812,1
695,60000.0,13.12,18000,17902,1
755,82000.0,31.18,16000,30832,1
695,36000.0,22.67,2400,4512,0
665,120000.0,7.63,10000,7462,1
695,76000.0,18.06,10000,20692,1
680,40000.0,14.64,10500,8633,0
665,60000.0,13.95,26375,11527,0
670,22000.0,23.24,3600,4814,1
705,80000.0,29.45,18000,17609,1
705,35000.0,26.44,6000,24489,1
690,275000.0,18.7,35000,180946,1
805,45000.0,20.91,1500,1381,1
660,65000.0,8.56,5600,2453,1
760,100000.0,17.29,25000,26526,1
680,78000.0,20.48,18000,26621,1
735,33462.0,17.18,6400,5450,1
675,59000.0,11.7,5875,7482,1
665,37440.0,26.73,5600,4633,1
695,120000.0,16.74,34000,34452,1
675,55000.0,18.07,12000,15937,1
685,85000.0,31.88,4000,28473,1
665,80000.0,4.91,12000,5108,1
740,100000.0,20.76,1000,32060,1
710,37000.0,31.01,15000,8778,1
670,160000.0,12.66,24000,37897,1
710,93000.0,19.08,15000,34612,1
660,55000.0,22.95,15675,16963,1
665,135000.0,22.99,10000,5887,1
720,57000.0,11.98,27300,9148,1
685,83965.0,8.88,15000,8711,1
725,50000.0,7.01,10000,5822,1
700,85000.0,18.62,10000,10064,1
710,64000.0,14.19,12000,10883,1
665,70000.0,9.72,21000,13825,1
765,44200.0,10.25,15000,7603,1
710,75000.0,6.03,24000,1253,1
720,55000.0,25.42,10000,809,0
675,40000.0,20.04,6000,5795,1
730,60000.0,24.58,28775,40059,1
660,50700.0,5.54,7000,7646,1
700,85000.0,7.79,14400,11528,1
700,50000.0,21.39,12000,19550,0
675,75000.0,33.12,35000,21266,1
765,67000.0,15.51,20000,12465,1
710,75000.0,36.96,15000,23230,1
665,89000.0,15.43,6500,25121,1
675,57000.0,20.15,11000,6635,1
665,65000.0,20.96,12000,23521,1
670,99000.0,2.99,6400,8627,1
665,82000.0,14.75,17950,19036,0
660,37000.0,8.17,10000,7431,1
710,180000.0,27.33,35000,92687,1
665,172557.36,31.14,20575,31136,1
680,62000.0,27.53,14400,4698,0
710,30000.0,28.64,9000,9298,1
680,60000.0,21.36,8400,8159,1
780,125000.0,9.19,28000,27422,1
675,125173.0,14.03,24000,25307,1
705,100000.0,28.53,21000,7214,0
710,60000.0,5.8,12675,778,0
685,92000.0,18.15,28000,27141,1
750,145000.0,20.18,18000,10388,1
690,145000.0,22.51,32000,40941,1
695,140000.0,30.85,10000,31746,0
700,95000.0,14.29,18000,27620,1
695,130000.0,21.39,35000,19481,1
720,100000.0,25.85,20000,45917,1
700,65000.0,38.34,11000,22647,1
680,60000.0,28.04,25150,37046,0
690,60000.0,24.29,14000,12718,0
665,74900.0,27.38,5000,19246,1
695,82000.0,18.16,17000,15687,1
680,43000.0,32.24,8000,44819,1
690,70000.0,10.75,8000,24986,1
675,70000.0,33.45,24650,8102,0
690,46000.0,25.18,12000,20503,1
700,52000.0,4.43,6000,5854,1
670,42000.0,16.51,5000,2673,1
695,72000.0,28.07,17375,11567,1
695,70000.0,27.46,18000,17699,1
740,101000.0,9.45,20000,9406,1
730,106000.0,16.19,20000,5266,1
660,100000.0,8.84,19725,6886,0
690,32000.0,24.83,5000,1525,1
675,80000.0,20.74,8400,4356,1
675,52000.0,31.27,23900,14284,0
660,70000.0,20.23,8000,9111,1
665,94457.0,14.43,15975,2587,1
690,49000.0,27.48,18000,22430,0
725,80000.0,6.96,15000,26532,1
700,88000.0,25.54,28000,38401,0
695,60000.0,10.52,12000,10731,1
675,110000.0,27.59,10000,33955,1
725,58000.0,11.42,6400,6338,1
695,64593.0,21.74,3000,6931,1
700,90000.0,26.55,9000,23937,1
715,150000.0,16.08,35000,33224,1
685,93000.0,14.94,15000,12740,0
765,100000.0,6.62,12000,21933,1
675,27000.0,19.87,5000,5275,1
660,132000.0,1.23,5000,1957,1
660,100000.0,15.7,32100,28453,1
760,115000.0,11.76,15400,5045,1
665,130000.0,6.81,3000,3709,1
805,120000.0,8.75,16800,22394,1
690,26400.0,5.18,5000,2140,1
725,31700.0,28.44,10500,3058,0
680,28500.0,18.86,3000,2858,1
680,30000.0,39.92,10800,5026,1
770,65000.0,2.49,24000,195,1
690,70000.0,24.26,5000,12594,0
695,45000.0,23.36,9000,2426,1
710,78000.0,19.0,18000,28124,1
690,97500.0,38.63,14000,48350,1
705,70000.0,25.72,10000,19217,1
765,65000.0,26.72,7000,11233,1
660,130000.0,24.5,18000,3919,1
670,90500.0,10.73,6500,2618,1
680,115000.0,24.2,25000,47694,1
725,40000.0,14.64,10000,6649,1
680,57000.0,21.79,3600,85511,1
695,42000.0,38.43,2800,22437,1
660,125000.0,14.71,2400,16661,1
665,65000.0,22.84,5000,1538,1
665,123000.0,4.2,13000,14964,1
690,132000.0,30.5,32000,6800,1
740,43000.0,8.9,9000,3374,1
660,71200.0,25.6,8500,6773,1
690,38000.0,17.97,4500,11803,1
670,26000.0,8.91,7000,6998,1
705,155100.0,16.47,35000,42684,1
680,55000.0,9.73,2575,1052,1
700,55000.0,28.34,20000,14310,1
705,89000.0,7.62,4000,13928,1
740,26000.0,17.19,6400,3746,1
675,50000.0,37.81,12000,4688,0
675,78000.0,28.94,29575,18784,1
705,80000.0,28.07,4000,42371,1
670,40000.0,5.79,10000,9292,1
715,170000.0,18.96,26400,22393,1
685,62000.0,17.64,20000,12233,1
675,85000.0,29.07,3000,10552,1
675,42000.0,38.66,10050,17910,0
675,50000.0,11.91,10800,8424,0
720,72800.0,36.49,22400,16751,0
785,85000.0,7.36,8000,5773,1
680,55000.0,38.51,18000,14090,0
730,34000.0,35.9,2600,963,1
665,45000.0,11.63,11850,3659,1
690,32000.0,18.45,11250,12376,1
745,38500.0,35.72,12000,2169,1
700,145000.0,13.56,40000,17441,1
705,160000.0,18.67,20000,41944,1
830,128000.0,4.62,24000,14496,1
695,52000.0,22.8,15000,12902,0
680,41600.0,9.49,8500,6377,1
705,65000.0,35.16,8000,48085,1
705,105000.0,16.48,21000,18873,1
705,100000.0,21.9,20000,15108,1
670,41600.0,9.75,1000,930,1
680,95000.0,19.5,24000,13964,0
700,45000.0,28.39,6000,25745,1
720,210000.0,11.5,35000,57034,1
700,70000.0,9.36,15375,3868,1
680,50000.0,25.61,20000,37251,1
665,90000.0,26.88,10000,4446,0
665,47000.0,32.58,10000,11454,0
665,80000.0,20.91,25000,10130,1
685,76000.0,26.34,16000,19775,0
660,60000.0,19.58,10000,9739,0
665,75000.0,25.33,24125,16534,0
700,130000.0,15.15,7200,9404,1
725,40000.0,10.74,3000,939,1
665,115000.0,19.39,8000,22882,1
665,83200.0,21.25,10000,20556,1
680,50000.0,17.83,10000,4933,0
720,243000.0,24.36,35000,34046,1
730,130000.0,9.76,30000,19635,1
660,85000.0,6.4,21000,4938,1
710,32000.0,17.29,10000,5484,1
710,110000.0,24.65,35000,17439,1
680,77000.0,25.47,30000,14698,0
670,65000.0,8.12,12000,13480,1
660,60000.0,18.08,6000,8906,1
675,20050.0,21.08,6800,2864,1
665,65000.0,18.56,2875,2212,1
665,41622.0,29.09,15000,11476,1
700,100000.0,17.47,22500,87395,1
700,64000.0,21.64,32000,30266,1
695,45000.0,31.2,9625,104282,1
715,60000.0,30.18,25850,25583,0
790,86000.0,17.56,40000,6110,1
750,80000.0,24.92,19400,13009,0
675,68000.0,12.64,4550,933,1
705,60000.0,11.36,13000,5384,1
710,79400.0,18.18,20000,30503,1
685,125000.0,11.5,16000,25791,1
710,47277.0,24.32,20000,12558,1
705,166233.77,8.58,15000,26633,1
685,39000.0,27.85,11700,11584,1
665,55320.0,12.41,20000,2293,1
765,120000.0,10.11,26000,76229,1
685,64000.0,32.64,28150,27121,0
675,72000.0,14.2,10000,6823,1
740,130000.0,10.09,20500,12702,1
665,17000.0,37.99,5000,10022,1
685,45000.0,31.31,10000,13535,1
720,40500.0,2.07,13750,891,1
660,62000.0,9.31,23475,13590,0
660,38000.0,31.08,4875,3483,1
675,35400.0,8.41,6600,4647,0
735,30000.0,6.28,2400,4301,1
775,127000.0,15.76,6000,18242,1
710,30000.0,22.24,5450,2828,1
660,52000.0,20.18,15000,5441,1
700,41500.0,19.84,15000,13945,1
710,105000.0,11.97,7000,7251,1
765,59000.0,15.41,7500,13446,1
675,130000.0,16.86,15000,7945,1
710,40000.0,6.27,2500,253,1
675,84000.0,17.0,18000,33785,1
670,60000.0,21.08,3400,7428,1
670,50000.0,8.64,7925,8513,1
680,110000.0,10.17,8950,2100,1
675,52816.0,14.36,25000,21318,1
725,48000.0,8.04,23000,17505,0
680,35000.0,33.2,4000,2153,1
695,33800.0,30.86,12000,12716,1
670,53000.0,21.26,1400,19496,1
770,113000.0,23.98,25000,8051,1
690,65000.0,21.42,6000,13864,1
670,75000.0,32.06,14275,30674,0
685,128500.0,27.19,25000,69176,1
790,53457.0,5.79,3300,9472,1
675,45000.0,11.47,15000,13820,0
710,113000.0,27.05,15000,28723,1
675,50000.0,31.61,6000,10770,1
675,40000.0,12.45,6000,4832,1
675,102000.0,21.29,25000,25389,1
665,65000.0,18.89,24000,17564,1
685,32000.0,19.73,14400,21816,0
695,63000.0,17.26,30000,28390,1
695,61000.0,33.0,23125,43629,0
660,58000.0,18.29,7200,12499,1
710,75000.0,23.19,24000,18571,0
815,72750.0,3.28,7200,6229,1
705,82451.0,15.62,35000,8853,1
660,85000.0,23.96,14400,27594,1
715,72640.0,30.46,27500,24814,0
665,62000.0,14.01,4525,1884,1
690,50000.0,5.5,7500,1025,1
680,50000.0,28.03,10150,10174,1
670,52000.0,15.39,5000,7363,1
670,60000.0,10.32,9600,8285,1
705,73000.0,6.08,19000,18593,1
705,44000.0,26.84,10000,101083,1
675,90000.0,13.19,20000,14646,1
755,59181.0,26.51,18000,9806,1
675,50000.0,29.91,2700,6112,1
685,110000.0,19.42,11000,22498,1
830,75000.0,3.28,20000,2061,1
670,130000.0,8.66,10000,12624,1
675,30000.0,33.88,10800,17074,0
690,69494.0,18.99,20000,20432,0
670,52000.0,31.53,10000,10037,0
710,55000.0,15.58,7200,6790,1
745,80000.0,11.02,20000,9274,1
735,28000.0,17.81,6000,11025,1
670,190000.0,5.74,16075,7961,1
690,45000.0,10.48,18000,14691,1
665,72000.0,9.38,20000,20312,0
670,35000.0,33.02,14700,20077,0
705,240000.0,9.16,26500,62748,1
680,30000.0,5.64,6000,5197,1
670,95000.0,13.5,10000,0,0
660,42200.0,16.35,7200,4427,1
715,65000.0,20.97,24000,14858,1
690,64420.0,29.92,23700,17620,1
695,75000.0,14.82,15000,19225,1
695,75000.0,12.37,12000,16837,1
670,106000.0,9.02,18000,10985,1
670,80000.0,18.27,16000,1946,1
670,93365.0,33.35,25000,30034,1
685,51000.0,21.34,10325,1690,1
675,52000.0,16.39,14000,12754,1
670,50000.0,15.84,10000,11392,1
715,135000.0,24.62,35000,38701,1
665,75000.0,19.33,20000,20161,1
660,52400.0,31.81,15700,6641,1
695,55000.0,11.94,14300,343,1
695,25000.0,2.98,10500,1662,1
715,85000.0,29.03,15000,69244,1
695,39500.0,25.13,10000,23877,1
670,155000.0,6.22,7500,23757,1
710,55000.0,11.63,15000,8806,1
700,95000.0,29.59,10000,32586,1
660,30000.0,15.2,7200,7049,1
695,140000.0,6.69,20000,4097,1
675,35000.0,15.36,3500,10864,1
810,82850.0,22.49,20000,17309,1
695,80000.0,21.45,35000,37156,1
675,41000.0,12.91,8000,4375,1
695,31000.0,36.55,9000,8277,1
700,80000.0,22.53,17000,14328,1
675,28890.0,32.03,8000,2051,1
675,50000.0,38.67,16000,6815,1
675,144000.0,8.75,35000,10327,1
700,62400.0,36.13,15975,16261,1
730,30000.0,16.96,5000,1739,1
